prenatal;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
32.45;236.73;25;7.15;23.3;0.5444;28.87;3807.3
27;221.44;6.688632619;4.81;27.1;0.4716;28.23;3660.75
19.43;177.95;7.436143318;6.13;22.8;0.5997;32.76;3485.88
58.37;266.34;45.48691472;4.75;15.3;0.5456;31.4;5943.29
45.94;258.55;20.96231128;5.73;27;0.4452;22.89;7039.54
58.94;290.14;0.364697301;11.39;13.8;0.5775;37.15;4294.79
43.84;281.03;46.99666296;9.8;24.3;0.5184;32.67;5097.35
63.74;594.07;15.4159214;9.16;10;0.5704;58.9;13637.87
57.8;246.6;0.704048278;3.87;17.2;0.5125;35.05;3651.83
48.52;279.28;23.27563937;6.49;19.7;0.4672;34;10171.13
26.71;284.73;68.8172043;11.74;25.7;0.4917;36.01;4980.73
45.59;277.8;51.06918239;14.73;23.8;0.4979;34.81;7333.75
46.45;260.64;0.504702914;6.43;26.8;0.4972;25.75;3983.79
36.49;205.97;14.68446602;4.79;25.2;0.561;24.62;4388.94
37.07;219.12;26.21359223;11.67;30.4;0.52;25.69;4023.36
35.78;191.17;4.156577885;13.28;29.4;0.5627;27.12;4475.16
28.99;359.93;27.19652472;11.33;18.6;0.6048;42.98;6605.29
59.63;220.22;0.304878049;11.75;26.9;0.528;23.7;3321.93
50.29;255.16;0.619103774;8.76;22.2;0.5575;32.39;3546.4
44.24;244.53;0.505178075;7.08;19.5;0.5058;30.64;8350.02
43.19;264.54;2.381774249;10.22;23.8;0.5357;33.58;3457.32
73.87;227.75;26.46059783;5.19;24.5;0.5334;27.57;4108
49.95;247.93;30.83544304;14.62;22.8;0.5181;32.45;6438.29
66.02;218.47;0.12755102;14.06;23.2;0.5648;31.02;4227.17
62.89;243.98;21.50672085;6.51;21;0.5699;28.26;4547.31
56.69;398.87;56.00886199;9.44;14.4;0.5226;44.16;9727.93
29.81;299.28;60.01093095;11.71;23.7;0.576;34.43;5868.14
29.55;173.63;0.544899738;9.43;24.9;0.5531;32.45;3259.64
41.61;286.15;57.9001368;2.75;31;0.4059;22.9;3719.44
42.64;207.62;3.730305839;5.09;26.4;0.5455;31.09;3594.02
55.81;356;43.08733484;11.61;16.1;0.5729;47.53;6843
72.37;381.07;12.2906793;5.11;21.2;0.4835;35.97;6077.67
46.57;218.74;7.720836143;9.41;25.4;0.5501;26.77;3889.18
36.53;220.35;3.799439427;11.1;29.3;0.5028;23.59;2856.69
58.88;401.9;27.53929158;6.82;20.1;0.5993;35.16;5778.93
34.13;246.37;3.206751055;4.94;21.7;0.5578;31.73;3944.13
35.02;323.16;23.62404742;8.8;15.2;0.5474;38.9;44894.07
31.56;205.27;6.978723404;9.45;26.7;0.5602;30.8;3970.22
22.98;335.52;67.62986655;15.04;23.1;0.6244;32.03;5317.48
42.84;527.75;51.91982809;15.09;7.3;0.5458;56.36;55066.69
24.42;260.17;31.52531578;8.78;24.6;0.5484;33.78;5190.85
70.98;198.07;0.091947984;7.17;27.9;0.6078;25.33;3855.21
42.32;264.91;9.039391077;7.97;24.4;0.5713;31.77;6159.18
56.96;211.8;19.17808219;7.47;30.4;0.4979;29.57;4013.75
37.1;248.69;0.661775284;6.6;18.7;0.4888;32.02;4352.85
31.29;316.2;46.38888889;11.75;20.5;0.5197;31.5;5089.94
39.96;250.09;0.548374461;5.39;25.2;0.442;30.9;3425.72
43.9;437.17;64.35802668;17.9;8.5;0.512;54.22;50564.19
51.17;288.99;0.353741497;5.44;25.1;0.4461;28.84;4023.28
33.25;262.48;6.420505012;10.07;24.8;0.5108;31.55;3846.38
29.24;210.4;24.02763847;4.46;27.6;0.5733;26.87;3819.07
35.33;244.6;14.51193571;6.63;24.6;0.5381;27.38;4236.95
40.11;291.82;31.82423435;6.16;27.4;0.4977;28.74;4076.61
38.16;371.99;6.547761551;9.8;19.2;0.5493;35.42;5258.34
49.75;275.25;3.336773306;6.52;32.9;0.493;21.51;3471.27
46.89;366.78;15.64748201;13.59;26.4;0.5873;34.47;13656.97
34.99;195.99;2.315789474;23.97;21.9;0.5472;31.02;5856.97
36.1;205.18;0.397587058;8.04;24.5;0.5172;35.22;3792.73
24.74;285.91;29.5244231;7.54;23.3;0.5483;29.28;5205.96
42.56;303.96;52.4041134;8.93;23.2;0.5494;35.96;4902.98
56.18;242.36;3.820816864;3.74;25.3;0.5217;26.9;8307.04
55.21;458.94;65.31742369;17.31;10.5;0.5796;48.59;6764.96
58.25;231.3;16.47302905;6.67;27.4;0.5038;24.6;3511.6
29.18;228.23;0.607533414;10.18;20;0.5427;37.63;3817.53
51.61;244.52;26.57904345;7.35;27.5;0.5811;31.12;4477.59
38.9;308.76;41.33451432;5.61;30.5;0.5391;30.55;4253.58
34.02;293.97;1.085972851;4.51;22.8;0.5475;35.77;4373.97
29.46;337.37;82.67242709;12.33;22.4;0.5638;37.23;4708.98
42;252.8;0.205973223;12.16;24.4;0.5638;29.84;7899.53
51.54;339.32;3.621268327;17.65;16;0.5738;44.69;5117.83
32.87;280.52;9.397684913;24.63;21.6;0.5833;33.85;4120.95
23.07;302.28;26.08132189;6.42;19.2;0.4946;36.36;5165.31
36.48;398.26;2.530364372;14.06;12.7;0.4847;48.17;17694.93
20.5;240.91;0.803542145;9.82;23.4;0.6363;30.41;4374.69
50.1;257.34;4.705130935;7.23;27;0.4975;26.79;4291.44
34.94;288.39;0.149365198;10.61;25.9;0.5144;29.19;4793.29
32.7;253.88;3.437751004;9.28;20.8;0.5293;34.85;5137.01
59.28;260.39;0.226142017;8.36;24.5;0.4558;26.56;3839.22
35.28;232.1;1.277199622;8.93;30.7;0.5877;31.39;5477.73
53.27;236.05;25.80115037;3.88;39.6;0.4883;21.58;6136.2
59.24;280.83;5.215108981;6.86;23.1;0.5885;33.21;18739.22
48.92;231.54;0.295222759;10.01;28.1;0.5599;33.03;4468.86
29.04;257.25;59.69945355;6.94;27;0.5316;34.3;4592.24
25.07;221.68;1.064891847;3.41;32.3;0.5831;19.89;5173.24
60.86;235.16;0.483351235;6.72;30.6;0.5457;37.02;4080.18
40.03;462.99;9.305700685;15.53;10.5;0.5734;56.75;7637.3
36.6;231.1;31.71968649;8.9;26.9;0.5279;30.47;4704.74
29.04;197.92;40.34309376;19.17;32.5;0.5578;25.39;4197.75
41.09;431.04;43.33769107;18.89;8.3;0.5337;53.41;32699.92
67.77;240.4;0.168293504;4.2;22.3;0.4588;29.22;10787.99
49.81;321.67;6.361323155;11.21;19.3;0.5609;37.19;4991.01
55.94;310.46;0.430023456;5.55;23.9;0.507;31.34;4032.31
31.43;211.07;15.9733777;7.51;30.3;0.5122;26.99;5067.46
35.26;313.99;6.737620637;15.25;16.9;0.6249;37.6;7535.6
24.39;299.75;0.983227299;11.4;21.2;0.59;33.89;11344.35
48.17;265.79;6.192848584;12.04;26.5;0.5559;27.38;5868.25
44.82;563.87;25.71195818;10.77;14.6;0.5877;49.27;12823.24
50.83;248.44;37.16730038;6.85;36;0.5294;25.89;3831.57
47.66;205.01;0.344431688;6.87;21.9;0.5467;29.67;5836.52
38.93;646.63;46.39392376;10.4;8.7;0.6079;55.83;13353.54
49.19;242.98;5.054302423;13.35;22.5;0.5754;30.94;3885.97
34.04;324.23;71.34831461;10.55;25.4;0.4375;30.32;4395.77
27.91;235.58;68.28382838;12.96;30.9;0.4667;29.01;4231.7
50.84;274.58;0.537441777;12.99;21;0.6136;40.06;22668.19
20.44;435.91;52.92457949;8.78;22.8;0.5989;38.71;6253.58
39.76;267.22;6.494464945;8.27;23.9;0.411;33.44;4206.08
32.05;204.85;0.067204301;12.11;21.5;0.525;27.49;3535.4
39.33;259.05;13.56842597;6.73;27.7;0.5254;28.96;3940.86
32.26;230.28;61.13342258;15.03;28;0.4781;30.48;4098.12
61.52;318.38;0.425768234;6;16.6;0.5445;46.12;5066.89
73.5;240.57;0.449943757;4;30.4;0.4602;23.97;3406.67
60.36;487.92;46.99389806;7.37;14.6;0.5581;45.33;7383.8
44.93;254.97;40.33938672;13.71;36;0.5385;25.43;5219.64
31.99;236.45;2.61164795;5.72;30.6;0.5081;24.78;3868.03
42.36;297.68;19.35176358;11.63;24.8;0.6282;29.34;4846.21
82.62;346.05;0.964974982;5.92;19.9;0.4687;30.3;5004.53
34.44;333.95;61.95522586;14.09;21.1;0.5483;37.76;4606.13
41.62;295.76;16.14264613;6.51;16.1;0.4907;33.03;12678.89
42.91;300.54;61.33891213;7.91;24.9;0.5103;29.87;4871.18
44.18;285.56;1.09800732;8.09;17;0.57;37.78;4060.71
68.96;246.39;0.607340903;12.32;27.6;0.5761;27.72;3686.05
25.7;187.8;1.428571429;9.4;29.5;0.6049;21.48;4075.58
18.03;259.36;43.7460518;7.65;34.4;0.5296;27.4;5089.48
47.16;426.29;45.96577017;8.1;23;0.513;30.24;14318.05
36.79;274.11;69.67799642;12.58;30;0.4989;30.55;6243.87
37.31;240.52;8.760683761;4.5;23.6;0.554;27.84;3670.16
40.34;247.44;1.075475322;7.44;23;0.5081;33.77;4745.95
57.71;330.88;17.56152125;8.89;15.9;0.5581;42.45;5648.02
49.71;293.91;0.192926045;6.48;15.5;0.4725;41.81;4320.39
67.76;295.31;16.86412906;15.1;18.4;0.4966;37.43;3941.91
35.7;261.81;17.97974114;5.52;26;0.5481;28.11;12997.69
31.74;251.12;52.1270867;11.61;30.9;0.5641;23.45;3874.23
19;571.51;55.52738246;12.26;12.3;0.5875;51.51;12169.04
25.63;251.95;29.00078833;9.15;23.3;0.537;28.8;5621.49
31.32;182.34;1.094890511;10.56;27.3;0.5312;26.78;3594.17
48.03;556.17;64.72927501;14.75;20.4;0.6996;42.94;6653.83
32.21;264.97;46.08619173;8.88;27.7;0.5294;25.82;4774.12
89.38;253.1;1.391941392;12.94;15.5;0.5052;30.76;3981.36
38.43;233.04;2.27165168;9.91;26.6;0.5236;27.53;4343.39
26.67;232.57;0.833590614;6.64;23;0.5048;29.92;3964.99
48.03;241.06;0.622440622;9.03;17;0.6175;35.72;4457.7
28.56;301.54;0.640779187;5.46;22.5;0.4993;37.55;4968.62
49.17;478.42;17.34277851;8.42;12.6;0.5995;51.21;7529.03
37.4;347.91;0.988593156;12.31;24.5;0.5681;33.76;8855.27
24.74;416.68;62.24426534;12.48;17.2;0.5905;39.52;6173.87
33.02;585.24;78.81148842;13.54;10.1;0.5745;56.81;12618
19.94;318.63;28.18881326;8.16;23.9;0.5545;28.58;4607.51
43.14;221.97;7.29550479;10.49;25.9;0.549;31.61;4405.97
40;228.82;51.63912219;9.9;29.3;0.4783;27.12;4739.46
32.2;257.36;60.19876952;18.97;26.5;0.4955;33.02;17870.86
38.55;330.2;75.43859649;14.79;26.9;0.5277;37.57;8485.61
20.36;244.59;1.048455653;5.58;28.5;0.5369;25.97;4123.99
25.06;274.63;64.62459696;13.38;26.5;0.4825;33.42;5632.3
29.37;349.99;57.1875;11.67;20.9;0.5008;35.42;7127.42
33.89;421.76;51.5722258;10.73;22.6;0.558;35.98;7950.51
21.44;317.47;34.0594889;9.94;25.5;0.5232;30.43;5584.14
31.78;307.25;81.04070913;8.08;26.2;0.4135;29.22;5074.95
31.07;279.17;15.16697588;15.68;25.8;0.6354;29.86;5912.13
49.54;381.9;63.78647002;8.18;23.8;0.5424;36.14;6363.71
22.93;404.91;39.74136572;16.59;7.4;0.6035;49.09;5550.63
26.94;273.13;54.26170468;19.82;21.5;0.4792;35.08;4372.09
33.12;266.35;4.73965287;14.55;30.7;0.4964;30.98;15493.26
55.39;497.69;91.18378771;7.56;14.6;0.4962;46.23;12108.18
23.57;182.98;7.988888889;10.27;39.1;0.5499;15.94;4091.68
22.65;218.19;74.70930233;15.56;25.6;0.4443;29.39;4257.06
29.67;219.9;55.9352518;12.32;33.6;0.5708;24.03;4631.07
29.28;344.15;73.79478522;12.4;23.3;0.5181;32.12;5521.72
34.26;237.46;1.821668265;11.26;23;0.4709;30.58;6900.56
31.43;303.4;33.72827804;11.68;24.1;0.5039;32.29;5278.78
27.9;203.35;17.10539486;4.94;25.7;0.5698;24.96;3633.21
41.02;317.27;69.98486632;7.34;25.2;0.4639;32.76;4614.28
45.45;265.23;4.645083451;7.17;26.4;0.5274;25.55;4982.25
33.41;331.18;37.14131023;7.39;17.8;0.5114;34.81;6437.07
31.9;246.35;12.5;11.82;24.9;0.4716;32.6;5116.37
66.82;275.18;26.42857143;18.46;25.4;0.6354;33.06;18560.77
71.69;280.88;2.417821244;4.92;23.8;0.4762;29.29;3854.49
38.28;402.96;49.06160833;9.07;16.6;0.5537;44;7741.06
33.77;292.29;23.99659018;8.29;27.3;0.5143;30.24;5286.34
56.09;427.92;55.08139023;9.88;16.4;0.6748;39.96;12799.73
26.3;244.36;3.490401396;4.89;27.9;0.5592;25.18;4421.26
22.86;186.16;0.222799851;10.17;26.5;0.5472;27.6;5907.13
45.09;463.19;75.46182878;10.34;15.1;0.5659;48.08;11028.43
41.02;260.71;31.35830073;4.2;32.2;0.536;26.44;4623.78
30.81;252.1;27.22710163;4.17;22.9;0.5046;23.64;4033.42
41.21;260.6;49.71903249;12.73;29.4;0.5129;31.79;4434.31
30.83;275.85;0.593614632;6.5;20;0.5384;34.19;5292.16
43.36;456.91;53.73598212;10.82;12.8;0.5723;50.03;9735.05
39.59;179.62;30.42609854;5.41;32.8;0.561;27.33;6615.53
18.47;233.64;0.81300813;6.84;25;0.5237;30.41;3548.06
35.57;279.98;65.41729135;15.41;28.8;0.5263;30.26;5394.43
53.45;332.66;10.07556675;3.07;21.9;0.4587;30.93;3862.88
42.38;283.79;30.73209976;11.79;28.1;0.5143;30.03;5330.41
73.27;221.57;0.875868318;4.28;26.3;0.4853;23.33;3664.35
25.44;238.16;19.87411487;3.77;25.1;0.5141;30.91;5685.89
47.47;447.05;6.090534979;8.43;24.2;0.5853;29.74;9137.42
46.58;205.28;20.37701975;12.34;26.9;0.5671;22.27;5569.43
37.55;233.3;0.205170291;9.05;28.3;0.4713;28.37;5365.57
34.01;179.67;19.61663948;7.09;32.7;0.5027;22.89;3095.21
48.78;241.72;5.812834959;8.71;18.8;0.5264;35.51;4674.67
48.45;998.63;55.09659148;10.98;4.5;0.6519;64.23;19308.87
33.42;359.51;44.33333333;9.52;19.6;0.615;40.61;5082.83
68.89;296.16;1.636520241;4.41;22.4;0.4544;34.28;4657
60.37;302.93;26.34720028;6.84;21.7;0.5378;31.43;6892.73
49.22;847.87;1.142439079;7.05;7.3;0.6337;51.22;34963.32
33.02;183.18;40.433213;12.51;27.2;0.5639;20.39;3894.66
37.23;345.26;77.33870968;8.46;28.8;0.4713;32.99;4568.68
61.08;249.16;21.13700215;7.8;27.7;0.5604;32.82;3627.46
35.97;234.7;0.476644423;9.51;25.6;0.5467;39.27;3526.82
49.17;476.61;90.73859242;24.5;4.9;0.5631;64.05;16272.11
45.19;267.31;24.57114026;3.27;32.6;0.4607;21.46;3913.18
41.27;298.98;73.44444444;12.7;27.3;0.4703;31.68;6510.21
38.85;283.19;44.80977793;6.23;24.3;0.5096;27.32;3865.2
47.5;217.3;0.441214638;6.57;25.3;0.4913;29.16;4593.32
55.2;240.76;9.087066779;4.42;25.4;0.4843;27.11;3784.42
40.3;221.01;0.885403491;7.32;27;0.5144;27.31;4131.42
25.14;173.65;0.247437257;8.65;15.6;0.5504;42.77;3404.42
36.88;286.65;0.426951301;8.43;23.8;0.5178;34.39;4985.05
53.95;293.43;37.29067733;10.12;21.8;0.5741;37.76;4605.07
18.41;429.96;7.167764432;5.75;28;0.713;27.89;4867.3
30.2;190.51;0.379048932;18.75;30.9;0.5113;29.86;4463.4
24.83;251.72;38.63968796;15.59;29.2;0.6026;30.64;4314.91
38.7;423.79;26.41751475;14.14;11.4;0.5866;49;8759.24
52.24;222.18;0.328587076;5.87;31.3;0.4528;27.48;3559.08
41.29;379.63;31.42148278;10.74;23.8;0.5434;33.96;7553.53
48.89;276.36;34.86453202;9.13;20.6;0.548;31.03;4497.83
31.74;308.73;1.347017319;13.95;21.4;0.525;34.8;5020.79
43.78;190.43;13.49087003;8.53;25.4;0.5183;26.45;4214
42.98;208.1;13.85498923;6.65;29.3;0.5217;20.81;3325.88
37.02;195.67;1.670463174;4.87;34.6;0.5517;19.43;3584.83
36.07;215.54;3.175929795;13.65;27.9;0.5557;26.16;4294.73
35.94;246.77;1.903706688;8.31;22.6;0.5165;32;4626.54
74.89;328.47;1.305861869;5.33;26.3;0.4789;32.41;4044.79
34.29;309.97;30.89005236;10.36;19.4;0.5315;35.17;21053.24
48.75;524.15;26.15501376;8.98;17.4;0.5969;45.8;27615.73
29.02;199.13;0.21167221;7.28;21;0.4952;28.12;3683.41
33.72;341.84;28.00595238;9.14;21.2;0.6585;27.2;4603.54
30.74;292.31;21.56514006;11.37;20.2;0.5203;37.17;4231.74
30.1;164.4;1.518026565;12.68;25;0.5495;26.44;4825.4
46.88;388.56;9.545563837;16.74;17.2;0.5618;45.17;5180.33
32.91;371.14;43.32152211;6.49;23.8;0.6423;29;5245.47
35.37;408.25;50.48239569;12.21;19.1;0.6105;44;5747
28.4;200.94;18.92575928;4.36;27.1;0.553;26.65;6643.57
32.21;186.38;0.963855422;9.54;29.7;0.5416;30.1;3498.98
27.92;244.81;44.38416717;6.99;31.3;0.481;21.14;4170.05
37.28;282.77;57.55813953;7.67;22.5;0.4432;30.14;4248.81
25.18;377.42;35.70722057;5.13;28.5;0.5635;25.54;5710.77
42.44;185.26;2.671755725;18.98;29.5;0.5603;22.83;3613.36
13.6;220.57;5.094339623;15.79;27.3;0.5095;29.53;3982.82
31.59;238.53;0.680764774;7.37;30.8;0.5786;27.88;3965.19
47.44;464.88;15.5613157;11.28;19.1;0.623;40.3;9045.69
33.28;249.57;1.343821698;9.16;20.6;0.5762;30.7;4217.26
42.02;192.76;52.99121844;17.18;24.1;0.5197;28.92;2782.87
26.88;208.28;45.32454788;6.83;27.3;0.5967;27.05;4173.45
40.7;214.82;0.996732026;15.46;20.2;0.5726;27.81;3862.42
43.96;278.64;10.30202731;5.82;25.4;0.4552;33.65;3842.98
39.96;236.21;5.034275921;5.34;26.7;0.5336;28.69;5124.09
45.45;257.67;0.436363636;6.45;26.1;0.4936;28.78;4202.95
44.99;344.4;26.83326506;8.4;16.8;0.5834;38.13;4515.64
69.77;337.63;22.34269463;10.19;18.4;0.5134;34.55;4569.67
27.25;198.58;0.26348634;8.94;23.1;0.5547;34.58;4126.65
26.22;270.43;12.36639324;4.11;25.4;0.5911;28.61;5980.97
23.18;273.8;60.85025381;6.5;26.6;0.5675;32.59;4116.88
45.94;531.71;79.64610296;9.8;15.8;0.5885;47.99;19479.7
35.35;254.48;2.169625247;7.74;23.8;0.4624;28.04;4889.02
39.62;219.84;1.811401172;8.47;21.8;0.4753;32.36;3866.81
50.66;167.04;1.848385587;5.17;43.3;0.5125;22.04;3957.5
54.38;225.92;1.832029642;6.66;25.1;0.5569;25.29;3670.2
7.8;193.09;0.255972696;8.28;27.5;0.6016;19.61;3395.28
54.62;267.49;0.648414986;5.14;23.2;0.4513;30.65;3770.6
42.46;204.17;31.44176839;9.64;22.9;0.5145;33.2;3702.04
35.79;271.45;39.95115143;7.64;25.1;0.4733;32.01;4052.74
14.33;235.01;19.06570452;5.17;25;0.4941;24.12;4410.2
57.02;236.01;3.075544939;9.98;26.5;0.4957;28.86;3356.52
33.96;263.01;33.96792085;9.17;19.9;0.5264;28.96;4136.89
37.63;279.2;0.197706603;6.67;30.1;0.5631;26.69;3993.52
40.08;253.33;0.522420549;10.18;29.4;0.4634;26.02;4739.59
34.69;286.06;55.51330798;14.09;26.2;0.5527;32.29;5202.52
51.38;411.56;78.86517439;20.22;8.9;0.525;50.09;30543.31
37.16;223.48;1.466340813;11.27;24.6;0.5077;29.69;4352.14
47.4;515.25;57.18568338;9.83;11.8;0.5693;48.77;7578.76
25.28;319.92;74.5014245;13.55;22.1;0.4947;37.9;4965.02
31.93;367.59;6.111919566;10.23;19.9;0.5607;36.85;11518.86
47.92;264.5;2.078693393;4.06;16.1;0.5526;37.76;4096.85
39.13;209.77;12.57911392;8.97;33.9;0.5548;20.01;3413.3
35.52;268.36;24.75034568;3.86;27.8;0.5517;29.31;4812.89
30.63;239.88;30.05136986;11.88;21.9;0.5201;32.11;4248.55
47.15;226.62;4.964048673;4.17;33.6;0.5833;24.79;4040.03
48.21;234.45;0.296442688;5.24;30.2;0.5053;27.47;3638.56
40.27;226.04;10.45490822;7.72;30;0.5031;25.49;4933.35
15.39;269.65;46.94378838;7.39;27.5;0.5465;28.92;4406.66
63.54;287.47;9.197278912;8.94;19.4;0.4753;38.64;5192.78
38.16;207.17;0.845880562;13.89;30.2;0.5434;29.45;12315
35.44;305.39;53.95371738;9.9;17;0.4807;39.7;4411.24
53.3;275.97;0.438212095;8.24;24.8;0.5625;35.63;6030.53
24.98;180.61;0.406814137;4.14;36.2;0.5355;22.19;3991.41
31.2;314.22;15.16553419;8.17;25.9;0.5438;35.9;5679.1
28.21;267.26;28.29489292;6.05;33;0.4718;22.14;6627.14
62.41;289.15;19.53775867;5.35;21.6;0.493;30.76;4746.08
64.08;250.83;2.442671984;4.28;28.1;0.495;27.27;3962.2
66.17;267.94;1.969836873;6.57;27.3;0.4881;30.01;3789.6
50.19;264.32;3.155522164;4.07;26.2;0.5379;29.89;6184.82
49.81;255.69;77.84145177;10.97;22;0.5558;45.93;4689.92
27.88;288.41;49.92007308;13.48;21.9;0.5634;35.16;4793.9
38.71;282.42;3.887294547;5.48;12;0.5468;45.66;5362.52
47.66;935.66;90.80007032;12.72;3.9;0.6449;67.5;13732.96
31.11;245.33;3.639386662;10.24;21.7;0.5347;30.93;4566.59
28.06;218.84;29.77958793;4.48;33.7;0.5546;26.34;3957.47
36.97;380.67;35.26464543;12.92;14.9;0.5875;45.63;8681.24
47.44;264.76;72.68597388;11.42;26.9;0.5819;37.09;4364.6
38.63;273.11;65.90204588;12.9;27.2;0.4921;33.1;4018.91
32.44;254.1;48.42161017;9.72;23.5;0.4999;34.62;4349.94
23.44;261.94;42.15562831;7.19;28.9;0.4639;25.53;4200.37
27.26;309.25;3.604170412;7.23;22.8;0.5475;36.11;5576.93
30.78;299.57;4.902242668;11.17;25.6;0.5518;32.31;5362.11
31.22;261.4;0.524193548;6.33;21.6;0.5256;32.6;3781.17
47;262.27;11.94216599;6.32;20.8;0.6061;35.78;4063.47
53.9;240.32;2.806652807;11.11;27.6;0.5424;29.42;4209.16
47.14;377.62;52.39748191;13.39;12.6;0.569;47.57;6599.74
42.7;526.09;62.69004995;10.48;12.1;0.5498;52.24;10862.44
31.52;344.29;2.323632485;10.83;21.9;0.5755;36.4;6408.02
57.43;294.68;3.05701692;5.47;25.5;0.5753;31.03;30878.03
55.85;332.5;61.28478186;7.82;21.5;0.4729;38.23;5006.76
75.65;296.39;58.29499323;13.31;14.4;0.4921;45.8;5175.42
29.02;329.95;0.814553353;8.05;17.7;0.5058;39.93;6405.42
33.99;265.64;8.863101245;7.15;22.8;0.5101;35.26;4525.56
37.54;419.9;50.100753;25.48;9.7;0.5198;49.04;296786.28
24.14;241.79;0.83967975;6.8;19.3;0.5181;36.5;4068.54
40.75;410.24;6.943982252;12.87;14.4;0.5681;40.91;7830.91
20;242.27;72.12156634;11;26.1;0.4606;28.23;4041.5
37.81;249.81;31.69955442;8.45;29.1;0.4664;23.71;4104.4
44.21;269.66;11.00710136;3.85;25;0.5213;28.1;7306.33
54.36;391.61;52.39912316;17.53;13.9;0.5464;47.5;9548.96
37.19;332.4;3.096882193;10.67;15.8;0.5905;37.88;5074.16
22.89;205.23;20.83010085;5.02;27.7;0.5448;21.92;4380.83
43.48;260.81;23.79875636;9.71;13.9;0.5005;43.38;6041.88
40.07;230.48;19.32749364;15;22.4;0.5525;29.09;4156.39
61.77;306.14;2.07082572;7.16;14.4;0.5803;41.84;5783.37
62.25;268.26;4.299847793;5.16;24.7;0.4635;33.99;4620.15
54;407.79;49.33852845;11.13;15.7;0.5833;47.69;6682.74
28.89;206.68;0.241779497;11.83;24.6;0.5467;36.16;5333.42
21.86;218.75;23.67244575;8.57;24.7;0.5343;31.19;4386.13
51.75;226.78;0.340681363;10.92;24.1;0.5143;34.06;4706.99
25.77;226.04;8.397123637;9.83;25.6;0.4887;29.02;3828.61
43.98;359.4;45.2010108;9.82;16.5;0.5612;44.21;6228.1
39.89;257.01;2.398615232;8.65;21.6;0.5098;32.82;4285.5
33.56;410.16;57.34571429;17.83;7.9;0.5258;55;31259.27
26.82;129.44;0.067613252;9.65;23.2;0.5956;33.33;6218.14
48.86;240.27;14.89925769;6.1;35.6;0.5568;19.93;4446.21
41.22;331.35;71.56701708;12.63;20.1;0.516;41.26;20916.81
52.88;217.95;1.173652695;3.67;20.3;0.5438;34.72;3748.76
53.8;213.68;0.387346675;7.47;28.5;0.541;31.14;4495.96
50.43;266.78;11.93872161;7.99;24.9;0.5083;27.04;4638.22
47.41;299.48;0.457247371;5.09;26.2;0.5997;29.3;5046
30;269.91;43.51935194;8.36;19.3;0.4854;37.94;3903.45
22.95;268.47;27.79190299;5.41;26.5;0.535;29.28;4967.7
49.56;301.86;1.825456364;13.97;23.1;0.6191;31.18;4896.83
46.43;551.62;71.98742322;10.45;14;0.5408;49.58;9195.87
31.59;257.55;16.91867593;17.13;23.1;0.5642;34.66;5176.4
41.01;276.94;21.33044107;5.9;22.5;0.5475;29.41;3709.91
22.77;229.03;21.87241094;8.17;30.5;0.4859;28.02;4128.03
36.83;289.91;59.90016639;16.93;13.4;0.4576;35.16;4408.95
36.89;235.85;5.79590147;10.85;29.2;0.4865;20.07;3707.62
36.72;320.21;41.94892473;8.84;29.1;0.6614;26.89;3960.6
25.38;245.23;1.474131821;7.12;22.6;0.5777;34;4489.97
31.6;276.55;34.25470578;7.98;29.6;0.5831;27.18;4755.03
27.95;346.46;63.4081463;8.45;19.7;0.5619;35.67;6921.18
26.81;301.48;54.45822262;18.19;28;0.5356;35.08;4516.88
59.32;279.14;0.452488688;7.51;14.5;0.5371;37.54;3776.39
37.25;145.73;0.931051837;19.34;25.2;0.5074;24.62;3351.93
19.81;291.22;20.79345263;14.52;22.4;0.5178;30.76;5644.63
65.24;321.44;7.415680143;10.44;21.4;0.5126;29.08;5868.15
21.85;340.26;52.09302326;14.43;21.2;0.4949;37.97;4939.87
36.91;320.22;0.590434954;7.52;22.3;0.6253;33.71;4646.54
32.46;365.23;58.98185407;10.77;18.3;0.5539;41.76;7138.38
62.18;381.35;41.17334043;6.62;17.1;0.4983;40.67;5054.85
37.55;224.93;8.749113266;9.19;28.6;0.4997;20.31;3497.33
38.98;291.3;19.56599075;7.79;23;0.5129;30.17;4597.84
40.99;231.22;4.924725695;8.93;24.1;0.4993;28.8;4794.82
36.01;294.11;19.24208977;7.24;23.7;0.5237;28.78;5155.72
25.54;385.38;13.66924845;13.18;11.3;0.5787;42.8;6588.62
27.91;268.9;27.79108769;4.83;30.3;0.4729;24.8;10126.28
44.2;543.45;49.98149433;9.11;12.9;0.5588;48.46;11305.19
36.59;278.49;0.162535555;8.61;22.8;0.5262;33.29;5023.28
40.65;271.47;0.77186964;9.56;23.7;0.5993;33.03;5316.61
21.42;255.81;26.49061618;7.02;27.1;0.452;26.07;6856.34
21.62;260.99;13.47908418;11.14;22.3;0.5678;36.51;4671.92
84.86;592.68;57.04407952;3.79;7.9;0.4738;40.21;11817.23
72.82;699.66;79.01090343;4.44;8;0.551;36.7;11475.94
53.4;442.11;49.05852417;3.18;12;0.5225;33.24;8018.37
73.96;344.7;60.82474227;21.77;14.3;0.4821;34.5;6054.98
55.39;313;39.02198884;4.75;21.2;0.4955;28.47;5618.88
26.76;319.21;35.13448607;4.64;25.3;0.5018;25.54;5775.82
